index;budget;genres;id;keywords;popularity;production_countries;release_date;revenue;title;vote_average;vote_count;cast;director
4425;0;Comedy Action Science Fiction Thriller;206213;mutant post-apocalyptic zombie;3.418372;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.07.2013;0;Zombie Hunter;3,2;34;Martin Copping, Danny Trejo, Clare Niederpruem, Guthrie Jason, Regier ;Kevin King
4426;0;Drama;248402;;0.6543399999999999;[];16.04.2014;0;A Fine Step;4,9;7;Luke Perry, Anna Claire, Sneed Leonor,  ,  ;Jonathan Meyers
4427;950000;Drama Romance Science Fiction;29146;experiment mouse intelligence test genius;0.17868900000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.09.1968;814666;Charly;5,7;28;Cliff Robertson, Claire Bloom, Lilia Skala, Janney Ruth, White ;Ralph Nelson
4428;950000;Horror Thriller;207769;lsd government conspiracy tension video camera;7.310878999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]";26.08.2013;0;Banshee Chapter;5,3;92;Ted Levine, Katia Winter, Michael McMillian, Candelaria Jenny, Gabrielle ;Blair Erickson
4429;950000;Drama Mystery Thriller;271185;college blog dark secrets;8.976128;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.04.2014;0;Ask Me Anything;6,6;155;Britt Robertson, Christian Slater, Justin Long, Sheen Andy, Buckley ;Allison Burnett
4430;0;Comedy Romance;29731;;0.280829;[];01.01.2007;0;And Then Came Love;4;1;Kevin Daniels, Michael Boatman, Jeremy Gumbs, Kitt Vanessa, Williams ;Richard Schenkman
4431;913000;Documentary;292539;;0.7956979999999999;[];26.04.2014;0;Food Chains;3,5;8; ,  ,  ,  ,  ;Sanjay Rawal
4432;910000;Crime Drama;654;murder suspense union dock longshoreman;16.015598999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.06.1954;9600000;On the Waterfront;4,1;357;Marlon Brando, Karl Malden, Lee J., Rod Steiger, Pat Henning;Elia Kazan
4433;930000;Comedy;91070;baby roommate friendship single los angeles;5.974156;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.06.2011;30905;L!fe Happens;6,6;66;Krysten Ritter, Kate Bosworth, Rachel Bilson, Stults Justin, Kirk ;Kat Coiro
4434;852510;Drama;2009;rape hotel room totalitarian regime cohabitant female friendship;9.270133;"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]";24.08.2007;1185783;4 Months, 3 Weeks and 2 Days;5,7;156;Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Potocean Lumini\u021ba, Gheorghiu ;Cristian Mungiu
4435;0;Horror;323270;anthology;0.392658;[];27.10.2015;0;The Horror Network Vol. 1;5,5;2;Nick Frangione, Artem Mishin, Jan Cornet, Dorton Javier, Botet ;Joseph Graham
4436;950000;Drama Thriller;2652;suicide rape age difference photographer ice;25.918007;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.01.2005;7022209;Hard Candy;5;701;Patrick Wilson, Ellen Page, Sandra Oh, Rae G.J., Echternkamp ;David Slade
4437;900000;Drama Thriller;9813;depression christmas party deaf-mute daughter high school sports;4.0971;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.09.2005;381420;The Quiet;7,4;73;Elisha Cuthbert, Camilla Belle, Edie Falco, Donovan Shawn, Ashmore ;Jamie Babbit
4438;0;Drama;60421;sexual identity lesbian relationship homosexuality woman director;2.34239;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IR"", ""name"": ""Iran""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.08.2011;0;Circumstance;8;23;Nikohl Boosheri, Sarah Kazemy, Reza Sixo, Soheil Parsa, Nasrin Pakkho;Maryam Keshavarz
4439;0;Drama;157354;police brutality based on true story racism docudrama day in a life;20.967146;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.07.2013;17385830;Fruitvale Station;5,3;390;Michael B., Jordan Octavia, Spencer Melonie, Ahna O'Reilly, Kevin Durand;Ryan Coogler
4440;0;Comedy Fantasy Thriller;127867;fantasy based on comic book money magical object woman director;10.639774000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.09.2012;0;The Brass Teapot;7,3;160;Juno Temple, Michael Angarano, Alexis Bledel, Magnussen Alia, Shawkat ;Ramaa Mosley
4441;858000;Animation Drama Family;3170;forest coming of age best friend loss of loved one;47.651878;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.08.1942;267447150;Bambi;5;1405;Donnie Dunagan, Peter Behn, Stan Alexander, King Will, Wright ;David Hand
4442;0;Comedy;14014;transporter sport independent film;0.9570219999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.04.2007;0;The Hammer;6,8;15;Adam Carolla, Oswaldo Castillo, Harold House, Christopher Darga, Jonathan Hernandez;Charles Herman-Wurmfeld
4443;850000;Drama Comedy Romance;15708;gay coming out religion mormon;5.4249160000000005;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.07.2003;819939;Latter Days;6,1;56;Steve Sandvoss, Wes Ramsey, Jacqueline Bisset, Gordon-Levitt Rebekah, Johnson ;C. Jay Cox
4444;0;Drama;146882;france caribbean islands caribbean woman director;0.007254000000000002;"[{""iso_3166_1"": ""GP"", ""name"": ""Guadaloupe""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";11.04.2011;0;Elza;7,4;0;Stana Roumillac, Vincent Byrd, Le Sage, Cherki ,  ;Mariette Monpierre
4445;1000000;Drama;215918;drug addiction father daughter relationship semi autobiographical;0.17588499999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.12.2013;0;1982;7,3;1;Bokeem Woodbine, Sharon Leal, Wayne Brady, Aaron Hill, Harper ;Tommy Oliver
4446;850000;Comedy;84200;crude humor best friend phone sex innuendo dirty joke;14.238376;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.08.2012;1243961;For a Good Time, Call...;5,8;110;Ari Graynor, Lauren Miller, Mark Webber, Long Mimi, Rogers ;Jamie Travis
4447;0;Comedy Drama Romance;84184;relationship problems male female relationship divorce best friends in love;;;;;;6,8;; ,  ,  ,  ,  ;
4448;0;Comedy Drama Family Science Fiction;45767;time travel time machine christian film;0.33975700000000003;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.10.2002;0;Time Changer;6,5;9;D. David, Morin Gavin, MacLeod Hal, Jennifer O'Neill, Paul Rodr\u00edguez;Rich Christiano
4449;0;Crime Drama Thriller;14823;suspense;3.060685;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";01.12.2006;0;London to Brighton;6,7;34;Georgia Groome, Johnny Harris, Sam Spruell, Stanley Alexander, Morton ;Paul Andrew Williams
4450;0;Action Comedy Science Fiction;367551;;5.023091;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.12.2015;0;American Hero;0;62;Stephen Dorff, Eddie Griffin, Bill Billions, Billions ,  ;Nick Love
4451;0;Thriller Mystery;343409;woman director;0.504251;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.06.2015;0;Windsor Drive;5;1;Samaire Armstrong, Anna Gurji, Matt Cohen, DuBois ,  ;Natalie Bible'
4452;800000;Drama;60243;emigration class money maid divorce;12.049373;"[{""iso_3166_1"": ""IR"", ""name"": ""Iran""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";15.03.2011;0;A Separation;5,8;469;Leila Hatami, Kimia Hosseini, Merila Zarei, \u0645\u0639\u0627\u062f\u06cc Sareh, Bayat ;Asghar Farhadi
4453;0;Comedy Drama Thriller;57294;kidnapping stand-up comedy dark comedy night club landlord;0.108135;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";01.06.2009;0;Crying with Laughter;;1;Stephen McCole, Malcolm Shields, Andrew Neil, Hartley ,  ;Justin Molotnikov
4454;0;Comedy Drama;11446;parents kids relationship sister sister relationship mockery ugliness independent film;5.870319;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.05.1995;0;Welcome to the Dollhouse;5,2;103;Heather Matarazzo, Victoria Davis, Christina Brucato, Vidal Siri, Howard ;Todd Solondz
4455;800000;Drama Romance;47889;independent film;0.59424;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.10.1993;1001437;Ruby in Paradise;6,5;10;Ashley Judd, Todd Field, Bentley Mitchum, Lyman Allison, Dean ;Victor Nunez
4456;800000;Drama Romance;25461;independent film;3.6436620000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.05.2002;2816116;Raising Victor Vargas;5;13;Victor Rasuk, Judy Marte, Melonie Diaz, Guzman Silvestre, Rasuk ;Peter Sollett
4457;0;Drama Thriller Romance;905;london england casino irony forbidden love loss of husband;1.824184;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]";30.01.1929;0;Pandora's Box;2;45;Louise Brooks, Fritz Kortner, Francis Lederer, Goetz Krafft-Raschig,  ;G.W. Pabst
4458;0;;279759;;0.006943;[];01.01.2008;0;Harrison Montgomery;7,7;0; ,  ,  ,  ,  ;
4459;0;Drama Foreign;78705;;0.038706;"[{""iso_3166_1"": ""AR"", ""name"": ""Argentina""}]";21.09.2004;0;Live-In Maid;7;3;Norma Aleandro, Norma Argentina, Marcos Mundstock, Lapac\u00f3 Elsa, Berenguer ;Jorge Gaggero
4460;0;Action Drama Mystery Thriller;25212;diner judgment call;2.171288;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.03.2000;0;Deterrence;6,9;7;Kevin Pollak, Timothy Hutton, Sheryl Lee, Clotilde Courau, Sean Astin;Rod Lurie
4461;800000;Drama;26899;chicken bullying rape of a male misfit homosexuality;5.292536;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.01.2003;62852;The Mudge Boy;5,6;23;Emile Hirsch, Tom Guiry, Richard Jenkins, Schreiber Zachary, Knighton ;Michael Burke
4462;0;Drama;146269;woman director;0.004922;[];12.03.2000;0;The Young Unknowns;7,8;0;Devon Gummersall, Arly Jover, Eion Bailey, Bibb Dale, Godboldo ;Catherine Jelski
4463;0;Comedy;292483;sex thanksgiving friendship high school love;1.186971;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.09.2014;0;Not Cool;7,6;25;Shane Dawson, Cherami Leigh, Drew Monson, Veintimilla Lisa, Schwartz ;Shane Dawson
4464;800000;Horror Comedy;14451;norway undead zombie wintry;11.205726;"[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}]";09.01.2009;1984662;Dead Snow;0;311;Charlotte Frogner, Stig Frode, Henriksen Vegar, Jeppe Beck, Laursen Evy;Tommy Wirkola
4465;780000;Action Adventure Drama History War;10105;winter belgium world war ii nazis bravery;6.003418;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.09.2003;0;Saints and Soldiers;7,8;98;Larry Bagby, Alexander Polinsky, Kirby Heyborne, Allred Ethan, Vincent ;Ryan Little
4466;0;Horror Science Fiction;211557;;0.32255300000000003;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.10.2012;0;Vessel;6,1;8;Brandon Bales, Brandy Maasch, Julie Mintz, Phelan Taylor, Pigeon ;Clark Baker
4467;777000;Comedy Drama;838;farewell rock and roll robbery love at first sight car race;19.326114999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.08.1973;140000000;American Graffiti;7,3;324;Richard Dreyfuss, Ron Howard, Paul Le, Charles Martin, Smith Cindy;George Lucas
4468;0;Documentary;40862;;1.517771;[];01.01.2006;0;Iraq for Sale: The War Profiteers;0;6;Shereef Akeel,  ,  ,  ,  ;Robert Greenwald
4469;0;Animation Comedy;13158;africa blood splatter surrealism blood robot;1.4531459999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.04.2007;0;Aqua Teen Hunger Force Colon Movie Film for Theaters;3,7;35;Dana Snyder, Carey Means, Dave Willis, Merrill Bruce, Campbell ;Dave Willis
4470;750000;Comedy Romance Science Fiction Drama;84332;time travel;25.186002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.06.2012;4007792;Safety Not Guaranteed;6,1;556;Aubrey Plaza, Mark Duplass, Jake Johnson, Soni Jenica, Bergere ;Colin Trevorrow
4471;0;Comedy Documentary;74510;stand-up comedy;5.4988339999999996;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.09.2011;0;Kevin Hart: Laugh at My Pain;6,6;43;Kevin Hart, Na'im Lynn,  ,  ,  ;Tim Story
4472;500000;Horror Thriller Crime;74725;hotel wife husband relationship hitman infection forest;12.203041;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";02.09.2011;171760;Kill List;5,9;210;Neil Maskell, MyAnna Buring, Harry Simpson, Smiley Struan, Rodger ;Ben Wheatley
4473;750000;Horror Thriller;58428;anti terror terror beer supernatural towel;14.386807000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.12.2011;78396;The Innkeepers;6,9;219;Sara Paxton, Pat Healy, Kelly McGillis, Riddle Lena, Dunham ;Ti West
4474;750000;Drama;8416;paris italy assassin fascism benito mussolini;8.429295;"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";21.10.1970;0;The Conformist;8;127;Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin, Sanda Enzo, Tarascio ;Bernardo Bertolucci
4475;500000;Drama Thriller;36584;assassination paranoia suspense conspiracy;0.471264;[];09.05.2002;0;Interview with the Assassin;6,5;5;Dylan Haggerty, Renee Faia, Dennis Lau, J. Barry, Kelsey Kemper;Neil Burger
4476;0;Horror Drama Thriller Crime;13429;;3.283886;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";18.07.2008;0;Donkey Punch;6,8;52;Nichola Burley, Sian Breckin, Jaime Winstone, Boulter Tom, Burke ;Olly Blackburn
4477;750000;Horror Mystery Thriller;9022;suicide attempt gun texas mass murder farm worker;12.284939;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.02.2008;0;All the Boys Love Mandy Lane;7,7;209;Amber Heard, Anson Mount, Michael Welch, Able Edwin, Hodge ;Jonathan Levine
4478;0;Horror;22530;vampire daywalker;1.0391489999999999;[];01.01.2008;0;Bled;6;4;Sarah Farooqui, Chris Ivan, Cevic Alex, Michele Morrow, Ivan L.;Christopher Hutson
4479;730000;Western;288;gunslinger showdown fistfight morality u.s. marshal;18.644023;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.03.1952;8000000;High Noon;5,4;334;Gary Cooper, Grace Kelly, Thomas Mitchell, Bridges Katy, Jurado ;Fred Zinnemann
4480;700000;Documentary;14275;chicago sports team ghetto narration college;9.188431;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.09.1994;7830611;Hoop Dreams;7,6;87;William Gates, Arthur Agee, Steve James,  ,  ;Steve James
4481;0;Documentary;2287;street gang hip-hop dance fight breakdance;1.623769;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.01.2005;0;Rize;5,6;13;Christopher Toler, Tommy the, Clown Miss, Dragon Ceasare, Willis ;David LaChapelle
4482;700000;Drama;18734;independent film;7.731064;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.01.2001;1667192;L.I.E.;4,5;31;Paul Dano, Bruce Altman, Brian Cox, Kay James, Costa ;Michael Cuesta
4483;0;Mystery Drama Thriller;206197;witch woman director;2.8689419999999997;[];10.04.2015;0;The Sisterhood of Night;5,7;31;Kara Hayward, Georgie Henley, Olivia DeJonge, Fraser Kal, Penn ;Caryn Waechter
4484;0;Crime Drama Music;26837;dancing hip-hop b-girl street dance b-boying;0.631571;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";29.07.2009;0;B-Girl;3,8;7;Julie 'Jules', Urich Missy, Yager Wesley, Drew Sidora, Aimee Garcia;Emily Dell
4485;700000;Drama;7859;date ex-girlfriend bicycle crack independent film;12.378031;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.08.2006;4911725;Half Nelson;7,6;240;Ryan Gosling, Jeff Lima, Shareeka Epps, Corbett Tyra, Kwao-Vovo ;Ryan Fleck
4486;700000;Drama;302579;native american racism family woman director;0.5787979999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.10.1999;10508;Naturally Native;7,7;0;Valerie Red-Horse, Yvonne Russo, Irene Bedard, Guerrero Pato, Hoffmann ;Valerie Red-Horse
4487;0;Action Comedy Romance Science Fiction Thriller;51955;;0.0031420000000000003;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.09.1997;0;Hav Plenty;5,9;0;Christopher Scott, Cherot Chenoa, Maxwell Tammi, Jones Robinne, Lee Reginald;Christopher Scott Cherot
4488;750000;Thriller Crime Drama;376004;;1.471139;[];05.01.2016;0;Adulterers;6,7;16;Sean Faris, Danielle Savre, Mehcad Brooks, Charles Steffinnie, Phrommany ;H.M. Coakley
4489;650;Horror Fantasy;158752;;1.352222;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.10.2013;0;Escape from Tomorrow;6,5;87;Roy Abramsohn, Elena Schuber, Katelynn Rodriguez, Safady Alison, Lees-Taylor ;Randy Moore
4490;0;Documentary Foreign;40658;;0.429083;[];30.09.2009;0;Starsuckers;5,5;5;Ellis Cashmore, Max Clifford, Richard Curtis, d'Bache-Kane Nick, Davies ;Chris Atkins
4491;0;Documentary;296943;;0.045648;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.10.2014;0;The Hadza:  Last of the First;6,5;0; ,  ,  ,  ,  ;Bill Benenson
4492;0;Mystery Thriller;118612;coma crash accepting death;4.596157;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";27.08.2012;0;After;0;63;Steven Strait, Karolina Wydra, Sandra Ellis, Ric Reitz, Jackson Walker;Ryan Smith
4493;625000;Drama;138976;;0.283059;[];16.05.2013;0;Treachery;0;5;Matthew Ziff, Michael Biehn, Sarah Butler, Keats ,  ;Travis Romero
4494;700000;Drama Comedy;323967;god woman director;2.659006;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.03.2015;0;Walter;5,2;26;Andrew J., West Justin, Kirk Virginia, William H., Macy Milo;Anna Mastro
4495;609000;Comedy Music Romance;3080;venice dance musical tap dancing stage show;3.898498000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.09.1935;3202000;Top Hat;4,8;59;Fred Astaire, Ginger Rogers, Edward Everett, Helen Broderick, Erik Rhodes;Mark Sandrich
4496;60000;Horror Mystery;2667;witch voodoo legend sorcery maryland;41.690578;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.07.1999;248000000;The Blair Witch Project;6,2;1055;Michael C., Williams Heather, Donahue Joshua, Bob Griffith, Jim King;Daniel Myrick
4497;600000;History Documentary Music;9459;hippie free love musical music woodstock;;;;;;0;; ,  ,  ,  ,  ;
4498;600000;Comedy;11598;journalism commercial television tv show manipulation of the media;10.861167;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.08.1977;0;The Kentucky Fried Movie;5,6;66;Evan C., Kim Bong, Soo Han, Joi Saul, Kahan Marcy;John Landis
4499;0;Action Adventure Drama;26916;suspense;0.099902;[];31.10.2000;0;Mercy Streets;4,8;2;Eric Roberts, David A.R., White Cynthia, Lawrence Taylor, Stacy Keach;Jon Gunn
4500;0;Thriller Mystery;181940;;0.006069;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.07.2007;0;Carousel of Revenge;5,3;0;Erik Allen, Randy Baranczyk, Chris Carlson, Coler Nancy, Crocker ;Gene Teigland
4501;0;Drama;125263;;0.06927699999999999;[];18.04.1998;0;Broken Vessels;7,4;2;Todd Field, Jason London, Roxana Zal, Traylor James, Hong ;Scott Ziehl
4502;0;Crime Drama;263503;;0.350557;[];02.05.2014;0;Water & Power;6,3;1;Enrique Murciano, Nicholas Gonzalez, Clancy Brown, Yates Rafael, Agustin ;Richard Montoya
4503;522360;Music Documentary;324322;woman director;0.071349;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";13.10.2015;0;They Will Have to Kill Us First;;1;Aliou Tour\u00e9, Oumar Tour\u00e9, Garba Tour\u00e9, Demb\u00e9l\u00e9 Khaira, Arby ;Johanna Schwartz
4504;0;;331493;;0.012941999999999999;[];01.01.2014;0;Light from the Darkroom;6,4;0; ,  ,  ,  ,  ;
4505;0;Drama Comedy;375950;hospital doctor;2.651304;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]";23.03.2016;0;The Country Doctor;5,5;63;Fran\u00e7ois Cluzet, Marianne Denicourt, Isabelle Sadoyan, Moati Christophe, Odent ;Thomas Lilti
4506;0;Thriller;278348;;1.501688;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.08.2014;0;The Maid's Room;0;4;Paula Garc\u00e9s, Annabella Sciorra, Bill Camp, Ettinger Julio, C. Pe\u00f1a;Michael Walker
4507;560000;Comedy Music;704;adolescence culture clash press conference behind the scenes police chase;10.730056;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";06.07.1964;12299668;A Hard Day's Night;6;168;John Lennon, Paul McCartney, George Harrison, Starr Wilfrid, Brambell ;Richard Lester
4508;56000;Documentary;70875;migration immigration agriculture food human rights;0.010909;[];29.07.2011;0;The Harvest (La Cosecha);3;0; ,  ,  ,  ,  ;U. Roberto Romano
4509;550000;Drama Thriller;75986;obsession radio nudity letter love;0.001586;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.04.1983;0;Love Letters;5;4;Jamie Lee, Curtis Bonnie, Bartlett Matt, James Keach, Amy Madigan;Amy Holden Jones
4510;0;Comedy Drama;385636;pornography sex love teenager death;0.061248000000000004;"[{""iso_3166_1"": ""SI"", ""name"": ""Slovenia""}]";17.09.2015;0;Juliet and Alfa Romeo;0;1;Dario No\u017ei\u0107, Serini Jan, Gerl Korenc, Colja Katja, \u0160kofi\u0107 Ana;Bla\u017e Zavr\u0161nik
4511;500000;Drama;14438;father son relationship fire firemen christian advice;6.093989;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.09.2008;33456317;Fireproof;6;100;Kirk Cameron, Erin Bethea, Ken Bevel, Dervan Eric, Young ;Alex Kendrick
4512;550000;Documentary Drama;211086;himalaya hindu pilgrimage faith hinduism;0.48088000000000003;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]";21.11.2013;0;Faith Connections;4,8;3;Bhole Baba, Hatha Yogi, Baba Pant, Baba Baby, Bajrangi Shriman;Pan Nalin
4513;0;Adventure Family Romance;23069;hostage affection rescue dog animal actor;2.651418;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.10.1974;0;Benji;7,3;35;Patsy Garrett, Allen Fiuzat, Cynthia Smith, Breck Frances, Bavier ;Joe Camp
4514;130000;Drama Thriller;83;diving cataclysm nightmare panic red sea;15.611857;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.08.2004;54667954;Open Water;0;315;Blanchard Ryan, Daniel Travis, Saul Stein, E. Williamson, Christina Zenato;Chris Kentis
4515;0;Comedy;89857;;1.292948;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.03.2012;0;High Road;4,6;22;Kathryn Burns, Lizzy Caplan, Michael Coleman, Daly Rich, Fulcher ;Matt Walsh
4516;500000;Horror Science Fiction;30315;hotel small town siege independent film corpse;2.537032;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.08.1977;17000000;Kingdom of the Spiders;6;30;William Shatner, Tiffany Bolling, Woody Strode, Dressler David, McLean ;John 'Bud' Cardos
4517;0;Documentary Family;14358;competition documentary dance contest ballroom dancing kids;0.772668;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.05.2005;0;Mad Hot Ballroom;7;8; ,  ,  ,  ,  ;Marilyn Agrelo
4518;500000;Drama Comedy;2056;train station new jersey small person friendship newfoundland;11.578545;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.01.2003;8679814;The Station Agent;4,2;210;Peter Dinklage, Patricia Clarkson, Bobby Cannavale, Williams Raven, Goodwin ;Tom McCarthy
4519;0;Drama;41144;christian independent film;0.050210000000000005;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.11.2009;0;To Save A Life;6,1;21;Randy Wayne, Deja Kreutzberg, Joshua Weigel, Crowder Kim, Hidalgo ;Brian Baugh
4520;0;Documentary;35199;competition documentary contest crossword puzzle;0.9060959999999999;[];26.06.2006;0;Wordplay;5,4;10;Will Shortz, Merl Reagle, Tyler Hinman, Payne Al, Sanders ;Patrick Creadon
4521;2053648;Documentary;14271;wrestling sport controversial ecw wwe;2.778633;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.10.1999;500000;Beyond the Mat;5,8;17;Mick Foley, Terry Funk, Vince McMahon, Johnson Jake, Roberts ;Barry W. Blaustein
4522;0;Comedy Drama Family Romance;16653;;0.9205909999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.01.2002;0;The Singles Ward;5,7;4;Will Swenson, Connie Young, Daryn Tufts, Birkeland Lincoln, Hoppe ;Kurt Hale
4523;46000;Drama;14757;independent film;1.447734;"[{""iso_3166_1"": ""AF"", ""name"": ""Afghanistan""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]";20.05.2003;0;Osama;7,2;32;Marina Golbahari, Arif Herati, Zubaida Sahar, Nadir Khwaja,  ;Siddiq Barmak
4524;500000;Documentary;84401;;0.109579;[];24.02.2012;845188;Sholem Aleichem: Laughing In The Darkness;7,4;2;Rachel Dratch, Hillel Halkin, Jason Kravitz, Miron Peter, Riegert ;Joseph Dorman
4525;0;Drama Music Romance;23655;independent film;1.09454;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.06.2000;0;Groove;6,2;6;Hamish Linklater, Denny Kirkwood, Mackenzie Firgens, Glaudini Steve, Van Wormer;Greg Harrison
4526;0;Comedy Crime Family;36825;;0.082978;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.01.2003;0;The R.M.;7,3;4;Kirby Heyborne,  ,  ,  ,  ;Kurt Hale
4527;0;Drama Romance;33430;independent film;0.619136;[];30.07.1999;0;Twin Falls Idaho;7,8;11;Mark Polish, Michael Polish, Michele Hicks, Gries Patrick, Bauchau ;Michael Polish
4528;500000;Crime Drama;12281;suicide alcohol secret birthday lake;8.519202;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.01.2004;603943;Mean Creek;7,5;106;Rory Culkin, Scott Mechlowicz, Trevor Morgan, Peck Ryan, Kelley ;Jacob Aaron Estes
4529;0;Romance Crime Drama;125052;prison new mexico smuggling gang theft;;;;;;6,3;; ,  ,  ,  ,  ;
4530;0;Comedy Romance;96238;romantic comedy;0.039077;[];12.07.2002;0;Never Again;7;3;Jeffrey Tambor, Jill Clayburgh, Caroline Aaron, Duke Sandy, Duncan ;Eric Schaeffer
